Process,Species,Covariate,Mean,SD,2.5CI,50CI,97.5CI,Rhat,ESS,5.0CI,95.0CI,Migratory,Sig
Detection,IndigoBunting,day,0.19,0.128,-0.0554,0.1899,0.447,1.0026,1200,-0.0222,0.4105,NE,NO
Detection,Killdeer,day,0.056,0.1881,-0.3172,0.0576,0.3994,1.0043,1200,-0.2546,0.355,M,NO
Detection,LouisianaWaterthrush,day,0.116,0.1744,-0.2203,0.1084,0.466,0.9992,1200,-0.1658,0.4054,NE,NO
Detection,Mallard,day,0.1845,0.1802,-0.157,0.1846,0.5571,1.0014,1200,-0.1079,0.4796,M,NO
Detection,MourningDove,day,0.1588,0.155,-0.1401,0.1529,0.4773,1.0001,1200,-0.0912,0.4193,M,NO
Detection,NorthernCardinal,day,0.2735,0.0982,0.0827,0.2746,0.4557,1.0025,1105,0.107,0.4319,R,YES
Detection,NorthernFlicker,day,0.2229,0.1235,-0.0176,0.2252,0.4677,1.0049,1270,0.0259,0.4268,M,NO
Detection,NorthernParula,day,0.1401,0.1913,-0.2682,0.1474,0.4926,1.0044,1302,-0.1947,0.4449,M,NO
Detection,NorthernRough-wingedSwallow,day,0.0534,0.1752,-0.3095,0.0581,0.388,0.9996,1200,-0.2405,0.3437,M,NO
Detection,OrchardOriole,day,0.242,0.1737,-0.1047,0.245,0.5967,1.0038,1200,-0.0377,0.5371,NE,NO
Detection,Ovenbird,day,0.1345,0.1834,-0.2181,0.1314,0.4997,0.9997,1667,-0.1569,0.4412,NE,NO
Detection,PileatedWoodpecker,day,0.1726,0.1249,-0.0609,0.1726,0.4227,1.0012,1157,-0.0322,0.3837,R,NO
Detection,PurpleFinch,day,0.1579,0.1877,-0.2041,0.1617,0.5314,1,1200,-0.1515,0.4636,M,NO
Detection,PurpleMartin,day,0.1504,0.1926,-0.2434,0.1569,0.5312,1.0023,1200,-0.165,0.4727,NE,NO
Detection,Rose-breastedGrosbeak,day,0.19,0.1351,-0.0729,0.1884,0.4645,1.0036,1200,-0.0237,0.4086,NE,NO
Detection,Ring-billedGull,day,0.0756,0.1694,-0.2487,0.0833,0.405,1.0067,1200,-0.2062,0.34,R,NO
Detection,Red-breastedNuthatch,day,0.1516,0.2019,-0.2571,0.1478,0.5503,1.0126,1200,-0.188,0.4774,M,NO
Detection,Red-belliedWoodpecker,day,0.304,0.0928,0.1197,0.3019,0.4813,1.0016,1193,0.1455,0.4586,R,YES
Detection,Red-eyedVireo,day,0.0933,0.1003,-0.0941,0.0907,0.2963,1.0053,1200,-0.0651,0.2646,NE,NO
Detection,Red-headedWoodpecker,day,0.2552,0.1811,-0.0847,0.25,0.6102,1.0004,1200,-0.033,0.568,R,NO
Detection,RockPigeon,day,0.1358,0.1957,-0.2678,0.137,0.54,1.0005,1200,-0.1855,0.4507,R,NO
Detection,Red-shoulderedHawk,day,0.0209,0.1654,-0.323,0.03,0.3223,1.0162,1200,-0.2537,0.273,R,NO
Detection,Red-tailedHawk,day,0.2736,0.1655,-0.057,0.2773,0.6062,1.0009,1200,0.0019,0.5463,R,NO
Detection,Ruby-throatedHummingbird,day,0.3801,0.141,0.1119,0.3788,0.6603,1.0187,1200,0.1629,0.6246,NE,YES
Detection,Red-wingedBlackbird,day,0.2444,0.1374,-0.0399,0.2454,0.4948,1.0015,1475,0.0194,0.4566,M,NO
Detection,SavannahSparrow,day,0.1181,0.1954,-0.2763,0.1216,0.506,1.0001,1200,-0.2083,0.4512,M,NO
Detection,ScarletTanager,day,0.0283,0.1184,-0.1939,0.0304,0.2624,1.0016,1200,-0.1588,0.2176,NE,NO
Detection,SongSparrow,day,0.1966,0.1187,-0.0316,0.1915,0.4472,1.0005,1200,0.0096,0.3906,R,NO
Detection,SwampSparrow,day,0.1754,0.1891,-0.1932,0.1689,0.5411,1.0065,1200,-0.1327,0.4755,M,NO
Detection,TreeSwallow,day,0.1621,0.191,-0.2358,0.1578,0.5437,1.0017,1281,-0.1592,0.4862,M,NO
Detection,TuftedTitmouse,day,0.381,0.0953,0.1928,0.3797,0.5694,1.0029,1311,0.2217,0.542,R,YES
Detection,TurkeyVulture,day,0.0614,0.1675,-0.2675,0.0646,0.3712,1.0039,1200,-0.2295,0.3342,M,NO
Detection,Veery,day,0.2025,0.1713,-0.1325,0.1966,0.5545,1.0064,1200,-0.0712,0.4931,NE,NO
Detection,VirginiaRail,day,0.1511,0.1936,-0.2239,0.1488,0.5321,1.003,1200,-0.1634,0.4742,M,NO
Detection,WarblingVireo,day,0.2303,0.155,-0.0716,0.2332,0.5427,1.0013,1200,-0.0273,0.4853,NE,NO
Detection,White-breastedNuthatch,day,0.1409,0.0956,-0.0542,0.1409,0.3141,1.0052,1200,-0.0248,0.2914,R,NO
Detection,White-eyedVireo,day,0.2214,0.1905,-0.1614,0.2197,0.5878,1.0018,1200,-0.0934,0.535,NE,NO
Detection,WillowFlycatcher,day,0.0734,0.1963,-0.3209,0.0721,0.4324,1.0048,1200,-0.2409,0.3857,NE,NO
Detection,WildTurkey,day,0.1162,0.1834,-0.2628,0.1182,0.4775,1.0142,1200,-0.1851,0.4096,R,NO
Detection,WinterWren,day,0.104,0.2001,-0.3012,0.111,0.4837,0.9995,1323,-0.241,0.4273,M,NO
Detection,WoodDuck,day,0.1731,0.1901,-0.2018,0.1685,0.5375,1.0038,1200,-0.1379,0.4693,M,NO
Detection,WoodThrush,day,0.1821,0.111,-0.0391,0.1823,0.3931,1.0076,1200,0.0048,0.3656,NE,NO
Detection,Yellow-billedCuckoo,day,0.1904,0.1809,-0.1687,0.1925,0.5317,1.0014,1200,-0.103,0.4812,NE,NO
Detection,YellowWarbler,day,0.1565,0.1385,-0.1216,0.1544,0.4208,1.0016,1099,-0.0736,0.3866,NE,NO
Detection,Yellow-throatedVireo,day,0.2005,0.1719,-0.1458,0.1972,0.5379,1.0007,1100,-0.0861,0.4785,NE,NO
Detection,Yellow-throatedWarbler,day,0.1073,0.1801,-0.272,0.1117,0.4474,1.0124,1200,-0.1984,0.4009,NE,NO
